Article Name;Article number (MGB);Var;Locations;MMS Stock;MMS Stock (1 piece);WMS Stock;WMS Stock (1 piece);Pick qty;Pick qty (1 piece);Difference;Difference (1 piece)
COCA COLA REG PET 1 25L;827222;1;MEAT_SPECIAL_HANDLING-1-23-B1-2,MEAT_SPECIAL_HANDLING-3-20-C1-2,MEAT_SPECIAL_HANDLING-3-15-A1-1,MEAT_SPECIAL_HANDLING-1-15-B1-1,MEAT_SPECIAL_HANDLING-4-21-C1-2,MEAT_SPECIAL_HANDLING-4-20-C1-1,MEAT_SPECIAL_HANDLING-4-6-C1-2,MEAT_SPECIAL_HANDLING-4-20-C1-2,MEAT_SPECIAL_HANDLING-4-28-B1-1;403;4836;401;4812;0;0;2;24
BONBON ACCUEI MENT 1 4KG RIOBA;322950;1;MEAT_SPECIAL_HANDLING-10-2-A3-2;68;68;20;20;0;0;48;48
BOB'S BEER EXTRA BLDE 4 5D33CL;865788;1;null;10;120;0;0;0;0;10;120
MC MAYO SNACK 4 7KG SEAU;816665;1;MEAT_SPECIAL_HANDLING-6-13-A1-3,MEAT_SPECIAL_HANDLING-8-34-B1-3,MEAT_SPECIAL_HANDLING-8-32-C1-1,MEAT_SPECIAL_HANDLING-6-32-B1-1;525;525;305;305;0;0;220;220
MC MAYO HTE FERMETE 4 7KG;662158;1;MEAT_SPECIAL_HANDLING-6-32-B1-3,MEAT_SPECIAL_HANDLING-5-17-B1-2,MEAT_SPECIAL_HANDLING-5-17-B1-3,MEAT_SPECIAL_HANDLING-8-28-A1-3,MEAT_SPECIAL_HANDLING-8-34-B1-2;916;916;483;483;0;0;433;433
MPRO 100 COUTEAU BOIS 16 5CM;862688;1;MEAT_SPECIAL_HANDLING-7-19-A1-3;702;702;162;162;0;0;540;540
FLT SAUM 1 45697 3 X20 EL/FEROE S/V.SALMO SALAR;707731;1;null;-0.95;-0.95;0;0;0;0;-0.95;-0.95
FLT SAUM 1 45697 3 MCF X20 EL/NO S/V.SALMO SALAR;708119;1;CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1,FISH-55-4-A1-1;90.84;90.84;115.07;115.07;0;0;-24.22999999999999;-24.22999999999999
FLT SAUM 1 45662 9 MCF X20 EL/NO S/V.SALMO SALAR;709484;1;FISH-55-1-A1-1;45.25;45.25;45.39;45.39;0;0;-0.14000000000000057;-0.14000000000000057
FLT SAUM 1 45697 3 X20 EL/NO S/V.SALMO SALAR;709486;1;null;4.77;4.77;0;0;0;0;4.77;4.77
